skos:prefLabel	skos:definition	rdf:type	skos:altLabel	skos:hiddenLabel	skos:narrower	skos:broader	skos:scopeNote	skos:changeNote
Altération	En musique élémentaire, ce mot désigne le changement que l'on fait subir aux notes naturelles ou diatoniques par le moyen de certains signes nommés dièses, bémols ou bécarres. Le dièse élève d'un demi-ton la note devant laquelle il est placé, le bémol l'abaisse d'un demi-ton, et le bécarre la remet dans son état naturel, en détruisant l'effet du dièse ou du bémol. Le demi-ton d'élévation que le dièse produit et le demi-ton d'abaissement produit par le bémol ne coïncident pas tout à fait au même point. Ainsi ut dièse et ré bémol ne donnent pas tout à fait le môme son ; ut dièse est un peu plus élevé que ré bémol, et réciproquement ré bémol est un peu plus bas que ut dièse; de sorte qu'en montant d'ut à ré, on a ut, ré bémol, ut dièse, ré. C'est pour cela que ut dièse tend à monter vers ré, et ré bémol, au contraire, à descendre vers ut. En pratique, ré bémol et ut dièse sont considérés comme donnant le même son. Dans les instruments à sons fixes, comme le piano, l'orgue, etc., on élève un peu le bémol et on abaisse un peu le dièse pour les faire coïncider parfaitement au même point. C'est ce qu'on appelle tempérament. (Voyez ce mot). (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Altiste	Musicien qui joue de l'alto.	skos:Concept						
Alto (instrument)	Registre moyen de la famille des violons. Aux XVIe et XVIIe s., en raison des limites étroites des tessitures, ce registre est partagé entre la haute-contre, la taille, le ténor et la quinte, qui fonctionnent au cours du XVIIIe s. pour donner l'instrument actuel. (Benoit, Marcelle (dir.) (1992). Dictionnaire de la musique en France aux XVIIe et XVIIe siècles. Fayard.)	skos:Concept						PMB1135
Alto (voix)	Voix de femme au-dessous du soprano et au-dessus du contre-alto (Voyez l'article Voix.) (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept	Contre			Chanteur		EP346430
Ambitus	étendue de l'échelle des fréquences sonores pour une mélodie, un instrument, une voix.	skos:Concept						
Âme (instrument à archet)	Petit cylindre de bois qu'on place debout entre la table et le fond d'un instrument à cordes pour maintenir toujours les parties dans le même degré d'élévation et communiquer leurs vibrations. La manière dont est placé le cylindre contribue beaucoup à la beauté des sons de l'instrument. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Amphigouri	En musique, genre de parodie composée de mots inintelligibles, embrouillés et volontairement burlesques, n'ayant aucun sens, mais très richement rimés. (Benoit, Marcelle (dir.) (1992). Dictionnaire de la musique en France aux XVIIe et XVIIe siècles. Fayard.)	skos:Concept						
Amplitude d'un son	Intensité, puissance du son.	skos:Concept						
Ana		skos:Concept						
Anapeste	"Pied ou unité rythmique de la poésie grecque et latine, formé de l'union de deux syllabes brèves et d'une longue. (""Dictionnaire de la musique"". Larousse)"	skos:Concept						
Anche	Lamelle de roseau placée à l'embouchure de tuyaux sonores et dont les vibrations produisent un son.	skos:Concept				Facture d'instrument à vent		EP346109
Anche à pirouette	Anche double insérée dans un petit support cylindrique appelé « pirouette », qui sert de repose-lèvres et guide la position de la bouche.	skos:Concept						
Anche double	Élément vibrant constitué de deux lamelles de roseau ou d’un autre matériau, liées entre elles, placé sur l’embouchure d’un instrument à vent pour produire le son par vibration mutuelle.	skos:Concept						
Anche faible	Anche offrant une faible résistance à l’air et une réponse souple, produisant un son plus doux ou plus discret.	skos:Concept						
Anche forte	Anche nécessitant une pression d’air plus importante, produisant un son plus puissant ou plus tendu.	skos:Concept						
Anche libre	Est une languette fixée par une de ses extrémités au devant d'une ouverture pratiquée dans une paroi solide. Cette languette est construite de manière à se cambrer dans l'état de repos et à dégager l'ouverture.  (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Anche lippale	Dispositif dans lequel le son est produit par la vibration des lèvres de l’instrumentiste (et non d’une anche au sens physique).	skos:Concept						
Anche simple	lément vibrant composé d’une seule lamelle (généralement en roseau ou en matière synthétique), fixé contre un bec ou un tube, qui produit le son par vibration contre une surface rigide.	skos:Concept						
Saint André	La fête de saint André l’Apôtre est célébrée le 30 novembre. Né à Bethsaïde, il est le frère de Simon Pierre et fut d’abord disciple de saint Jean-Baptiste, avant de suivre Jésus, présenté comme l’« Agneau de Dieu ». Pêcheur sur le lac de Tibériade, André devient l’un des premiers apôtres et participe notamment au miracle de la multiplication des pains. Après la résurrection du Christ, il évangélise la région de l’Achaïe, en Grèce, où il est crucifié en 64 à Patras, sur une croix en X. Vénéré en Écosse depuis le VIIIᵉ siècle, où ses reliques sont honorées à Saint-Andrews, il est aussi patron des pêcheurs, des poissonniers, de la Russie et de la cathédrale de Bordeaux. Son emblème, la croix de saint André blanche sur fond bleu, figure sur le drapeau écossais. Son nom grec « Andreas » signifie « viril ».	skos:Concept	Fête de saint André##Saint André apôtre##Saint André de Patras##Saint André de Bethsaïde##Fête de saint André##Fête de saint André apôtre##Fête de saint André de Patras##Fête de la Saint-André					
Angélique (instrument)	Instrument ancien de la famille des luths, inventé dans le XVIIe siècle par Rotz, facteur d'orgues à Mulhouse. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Angelus	Prière chrétienne composée de trois versets suivis chacun d’un « Je vous salue Marie », conclue par une oraison. Elle commémore l’Annonciation et est traditionnellement récitée le matin, à midi et le soir.	skos:Concept	Prière de l’Angélus					
Anges gardiens	Êtres spirituels désignés dans la tradition chrétienne comme protecteurs personnels et guides des individus tout au long de leur vie.	skos:Concept	fête des anges gardiens##2 octobre				Dans la liturgie catholique, la fête des Saints Anges Gardiens est célébrée le 2 octobre. Elle a été instituée au XVIIe siècle pour souligner le rôle protecteur et bienveillant attribué à ces figures spirituelles. La croyance en leur présence est fondée sur plusieurs passages bibliques et a été fortement valorisée par des figures comme saint Bernard de Clairvaux. Les anges gardiens sont fréquemment évoqués dans la prière, l’iconographie et la littérature religieuse.	
Anglaise	Danse d'origine anglaise à l'époque baroque, généralement de rythme vif et binaire.	skos:Concept						
Annonciation	Épisode du Nouveau Testament dans lequel l’archange Gabriel annonce à Marie qu’elle sera la mère de Jésus. Cet événement est célébré liturgiquement le 25 mars.	skos:Concept	Annonce à Marie##Message de l’ange##Annonciation à Marie##25 mars				L’Annonciation est célébrée le 25 mars, neuf mois avant Noël. Cet épisode fondateur de la foi chrétienne marque le début de l’incarnation du Christ. Il est aussi un thème majeur dans l’histoire de l’art et de la musique religieuse.	PMB1137
Anse (cloche)	Partie supérieure de la cloche permettant de fixer la cloche à une monture pour faire sonner la cloche.	skos:Concept						
Anthem	Forme vocale de musique lithurgique anglicane, s'appuyant sur des textes en langue vulgaire traduits de la Bible, qui se met en place au cours du règne Elisabeth I, sous l'influence de Thomas Tallis, de Gibbons et surtout de Byrd. (Bouissou, Sylvie (1996). Vocabulaire de la musique baroque. Minerve.)	skos:Concept						PMB1138
Anthologie	Recueil de morceaux choisis en prose ou en vers.	skos:Concept				Recueil		EP346819
Antienne	1. Forme de chant antiphonique appliquée aux psaumes et aux hymnes. Cette terminologie disparut aux XVIIe et XVIIIe s. et l'antienne pris une signification beaucoup plus étroite. 2. Chant qui précède les psaumes et les cantiques. Dans le rite romain, l'antienne est chantée avant et après le psaume qui correspond, à laudes, à vêpres et aux offices doubles. (Benoit, Marcelle (dir.) (1992). Dictionnaire de la musique en France aux XVIIe et XVIIe siècles. Fayard.)	skos:Concept						EP345768;PMB1139
Antienne à la Vierge Marie	Chant antiphonaire dédié à la Vierge Marie.	skos:Concept	Antienne à Marie				Salve Regina, Alma Redemptoris, Ave Regina, Regina Caeli, Speciosa facta est, Inviolata, Sub tuum.	PMB1140;EP345769
Antienne au Saint Sacrement	Chant antiphonaire dédié à la l'adoration du Saint Sacrement, c'est-à-dire la présence réelle de Jésus Christ dans l'ostie.	skos:Concept						PMB1141
Antienne de communion	Chant antiphonaire pour la partie de la messe où les fidèles reçoivent le pain et le vin consacrés.	skos:Concept						
Antienne d'offertoire	Chant antiphonaire pour la partie de la messe correspondant à la bénédiction du pain et du vin.	skos:Concept						
Antiphonaire	Livre où les antiennes et autres parties de l'office divin, surtout l'introït, le graduel, le trait, l'alleluia, l'offertoire et la communion, sont notés sur une portée de quatre lignes et avec les caractères propres au plain-chant. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Livre liturgique		EP346361
Fête de saint Antoine de Padoue	La fête de saint Antoine de Padoue est célébrée le 13 juin. Né à Lisbonne en 1195 sous le nom de Fernando de Bullones, il devient franciscain après des études à Coïmbra et prend le nom d’Antoine. Théologien formé à Verceil, il prêche auprès des Maures en Afrique, puis rencontre saint François d’Assise. En France, il exerce son talent de prédicateur et fonde un couvent à Brive-la-Gaillarde. Après avoir combattu les Cathares en Italie, il meurt en 1231 près de Padoue. Canonisé dès 1232 par Grégoire IX et proclamé docteur de l’Église en 1946, il est représenté avec l’Enfant Jésus posé sur un livre. Saint Antoine est patron des faïenciers, des personnes recherchant des objets perdus, ainsi que du Portugal.	skos:Concept						
Apôtre	Dans le christianisme, personne envoyée pour annoncer l’Évangile. Le terme désigne plus particulièrement les douze disciples choisis par Jésus pour diffuser son enseignement.	skos:Concept	Apôtres##Disciple de Jésus##Douze apôtres				Isti sunt qui viventes	PMB1142
Appogiature	Agrément uniquement utilisé dans les traductions françaises de traités étrangers (Tartini). Il regroupe le coulé et le port de voix. (Benoit, Marcelle (dir.) (1992). Dictionnaire de la musique en France aux XVIIe et XVIIe siècles. Fayard.)	skos:Concept	Appoggiature			Agrément		EP345722
Apprentissage	Temps pendant lequel on est apprenti.	skos:Concept				Éducation		EP346045
Archet	L'archet se compose d'une baguette de bois dur et d'un faisceau de crins de cheval assujettis à ses deux bouts et tendus au.moyen d'une vis de rappel. C'est en frottant l'archet sur les cordes qu'on obtient un frémissement qui agite l'air et le fait vibrer dans la table d'harmonie des violons, des violes et des basses. Pour donner plus de force à l'action de l'archet sur les cordes, on enduit l'archet de colophane. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept				Facture d'instrument à cordes		EP346097;PMB1143
Archetier	Artisan qui fabrique des archets.	skos:Concept				Facteur d'instruments		EP346089
Archiluth	Était une variété de l'instrument, nommé Théorbe dont la caisse était un peu plus allongée et un peu moins arrondie. (Escudier, Léon et Marie (1872). Dictionnaire de musique théorique et historique (5e éd.). E. Dentu.)	skos:Concept						
Architecte	Qui fait l'art de bâtir : celui qui donne les plans et les desseins d'un bâtiment, qui en conduit l'ouvrage, et quí commande aux Maçons, et aux autres ouvriers qui travaillent sous lui. (Furetière, Antoine (1701). Dictionnaire universel...)	skos:Concept						EP345770
Architecture	L'art de bien bâtir. (Furetière, Antoine (1701). Dictionnaire universel...)	skos:Concept				Beaux-arts		EP345801;PMB1144
Architecture de théâtre	Art du bâti propre aux bâtiments conçus pour accueillir des représentations scéniques. Elle comprend l’organisation des espaces scéniques, du parterre, des galeries, des loges, des coulisses, ainsi que les dispositifs techniques (machinerie, acoustique, éclairage).	skos:Concept				Description de théâtre		EP345935
